timestamp,machine,temp,vibration,pressure,current,coolant,health_score,prediction
2026-06-17T01:07:35.220245,CNC_MAZAK_SIM,56.82720468403855,0.44910666677530553,90.12599007747849,5.150263138783101,8.415813508620168,90,NORMAL
2026-06-17T01:07:36.969032,CNC_MAZAK_SIM,92.29247518208982,1.2463808342760452,167.90477690379052,9.614898733263981,2.978621736507456,0,CRITIQUE
2026-06-17T01:07:38.957318,CNC_MAZAK_SIM,56.94920469677925,0.4695130102247327,99.47899072940703,5.453543710224379,8.60388661010875,88,NORMAL
2026-06-17T01:07:41.126233,CNC_MAZAK_SIM,92.89984862188749,1.2413111474834029,167.2882470673088,8.24763557539729,3.0014828290782343,0,CRITIQUE
2026-06-17T01:07:43.160598,CNC_MAZAK_SIM,67.10023340589049,0.3726171075869623,113.15659439607549,5.30736420360364,10.662420947229634,80,NORMAL
2026-06-17T01:07:45.061774,CNC_MAZAK_SIM,72.90898857141576,0.3966916827764103,114.90299537773654,4.887086684707974,9.067070552939523,77,FATIGUE
2026-06-17T01:07:47.032673,CNC_MAZAK_SIM,61.72962122785392,0.39870417266332636,93.5783999595068,4.663954918914738,9.755999170237725,88,NORMAL
2026-06-17T01:07:49.050892,CNC_MAZAK_SIM,100.72484306752918,1.2159162905250362,178.19649757840165,9.61977832906474,3.3778455873308872,0,CRITIQUE
2026-06-17T01:07:50.998906,CNC_MAZAK_SIM,92.88054308267355,1.7336933596671977,167.3541394590226,10.428225738104086,2.0430844939430224,0,CRITIQUE
2026-06-17T01:07:53.039946,CNC_MAZAK_SIM,63.661856732895345,0.20337156748910107,98.87835379306468,4.01242124704255,8.491184309647764,90,NORMAL
2026-06-17T01:07:55.157132,CNC_MAZAK_SIM,94.614127383099,1.3853622936067962,168.76851226101073,8.525361335266707,2.3357500001545426,0,CRITIQUE
2026-06-17T01:07:57.165117,CNC_MAZAK_SIM,71.63445302846665,0.46395906405328735,104.10028514735144,5.933422687209483,8.525351807414118,75,FATIGUE
2026-06-17T01:07:59.111499,CNC_MAZAK_SIM,58.28459982215948,0.39820169537241257,106.01630914016972,5.400374802484473,9.511079808517099,87,NORMAL
2026-06-17T01:08:01.067229,CNC_MAZAK_SIM,63.20468036914724,0.3690568947047799,91.01654733788395,4.592526884306059,10.566572331821085,88,NORMAL
2026-06-17T01:08:03.132052,CNC_MAZAK_SIM,55.822741951967416,0.30266590428255025,91.86065958503268,5.377801370793906,10.006687581535866,92,NORMAL
2026-06-17T01:08:05.067444,CNC_MAZAK_SIM,63.01998888665874,0.38605839759042904,112.62238845080486,4.6681955145053875,9.872773604331886,84,NORMAL
2026-06-17T01:08:07.108726,CNC_MAZAK_SIM,63.035423792344474,0.42741055141191164,90.47151193071633,5.095212759553479,9.14985875979078,86,NORMAL
2026-06-17T01:08:09.167177,CNC_MAZAK_SIM,63.13714724474647,0.35013919013164846,112.27805760184933,4.656364711235632,8.149905503323874,85,NORMAL
2026-06-17T01:08:11.237419,CNC_MAZAK_SIM,69.06086921403828,0.19018394739450029,97.63249420773884,5.68077266629466,8.291713733604745,84,NORMAL
2026-06-17T01:08:13.128250,CNC_MAZAK_SIM,56.862286363079946,0.3110609545058963,104.9687676353965,5.608099014833083,9.69854082712163,89,NORMAL
